央视高清,#genre#
湖南卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225692/index.m3u8?
江苏卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225722/index.m3u8?
浙江卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225695/index.m3u8?
东方卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225718/index.m3u8?
北京卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225651/index.m3u8?
广东卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225666/index.m3u8?
深圳卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225725/index.m3u8?
河南卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225806/index.m3u8?
安徽卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225886/index.m3u8?
东南卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225696/index.m3u8?
贵州卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225770/index.m3u8?
河北卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225773/index.m3u8?
黑龙江卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225734/index.m3u8?
湖北卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225721/index.m3u8?
江西卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225669/index.m3u8?
辽宁卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225779/index.m3u8?
山东卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225672/index.m3u8?
天津卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225675/index.m3u8?
重庆卫视[1920],http://39.135.32.236:6610/PLTV/77777777/224/3221225745/index.m3u8?
湖南卫视[1920],http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
江苏卫视[1920],http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视[1280],http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8
浙江卫视[1920],http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视[1280],http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
东方卫视[1920],http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
东方卫视[1280],http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
广东卫视[1920],http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
广东卫视[1280],http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8
深圳卫视[1920],http://39.136.48.99:8089/PLTV/88888888/224/3221226150/index.m3u8
深圳卫视[1920],http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视[1280],http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8
北京卫视[1920],http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京卫视[1280],http://liveback.public.bcs.ysten.com/ystenbusiness/live/beijingstv/1.m3u8
北京冬奥纪实[1920],http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000113
北京冬奥纪实[1920],http://39.135.138.58:18890/PLTV/88888888/224/3221225675/index.m3u8?
北京文艺[1280],http://117.148.179.132/PLTV/88888888/224/3221231570/index.m3u8
北京新闻[1280],http://zb.688768.xyz/zubo/z.php?member=&playurl=http://111.193.229.227:9999/udp/239.3.1.159:8000
北京新闻[1280],http://live.funhillrm.com/5/sd/live.m3u8
湖北卫视[1920],http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
黑龙江卫视[1920],http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视[1920],http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
安徽卫视[1920],http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
安徽卫视[1920],http://sd.jilu8.cn/3221225775/index.m3u8
辽宁卫视[1920],http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
四川卫视[1920],http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视[1920],http://39.136.48.2:8089/PLTV/88888888/224/3221226327/index.m3u8
天津卫视[1280],http://183.207.255.197/live/program/live/tjwshd/2300000/mnf.m3u8
天津卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
山东卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
辽宁卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
贵州卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
东南卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
河北卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视[1920],http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
河南卫视[1920],http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
河南卫视[1920],http://39.135.55.7:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖北卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
海南卫视[1920],http://39.134.65.183/PLTV/88888888/224/3221225869/1.m3u8
江西卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
东方卫视[1920],http://live.tvfix.org/hls/dfhd.m3u8
东方卫视[1280],http://cache.ott.fifalive.itv.cmvideo.cn:80/6690661682550849647/index.m3u8?channel-id=wasusyt&Contentid=6690661682550849647&livemode=1&stbId=no
江西卫视[1920],http://39.135.138.60:18890/TVOD/88888910/224/3221225746/index.m3u8
江西卫视[1920],http://39.135.138.60:18890/TVOD/88888910/224/3221225705/index.m3u8
山东卫视[1920],http://live.tvfix.org/hls/sdhd.m3u8
海南卫视[1920],http://live.tvfix.org/hls/lyhd.m3u8
湖北卫视[1920],http://live.tvfix.org/hls/hbhd.m3u8
湖北卫视[1920],http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000102
湖北卫视[1920],http://39.136.48.8:8089/PLTV/88888888/224/3221225769/index.m3u8
辽宁卫视[1920],http://live.tvfix.org/hls/lnhd.m3u8
辽宁卫视[1280],http://117.148.179.160:80/PLTV/88888888/224/3221231570/index.m3u8
东南卫视[1920],http://live.tvfix.org/hls/dnhd.m3u8
东南卫视[1280],http://117.148.179.160/PLTV/88888888/224/3221231570/index.m3u8
东南卫视[1280],http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8
东南卫视[1280],http://live.tvfix.org/hls/dntv.m3u8
东南卫视[1920],http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
东南卫视[1920],http://39.134.115.163:8080/TVOD/88888910/224/3221225657/index.m3u8
东南卫视[1920],http://117.169.30.5:6610/PLTV/88888888/224/3221225585/2/index.m3u8?fmt=ts2hls
东南卫视[1920],http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
东南卫视[1920],http://117.169.120.136:8080/live/dongnanstv/.m3u8
东南卫视[1920],http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
东南卫视[1920],http://39.135.55.105:6610/PLTV/88888888/224/3221227040/index.m3u8?servicetype=1
东南卫视[1920],http://183.196.25.171:808/hls/44/index.m3u8
东南卫视[1920],http://182.151.211.171:808/hls/61/index.m3u8
东南卫视[1920],http://39.135.138.58:18890/PLTV/88888910/224/3221225657/index.m3u8codeyj
东南卫视[1920],http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920],http://117.169.120.140:8080/live/dongnanstv/.m3u8
东南卫视[1920],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
东南卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8?icpid=88888888&from=30&hms_devid=1452
东南卫视[1920],http://39.134.65.175/PLTV/88888888/224/3221225863/1.m3u8
东南卫视[1920],http://59.49.41.44/live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1
广西卫视[1920],http://live.tvfix.org/hls/gxhd.m3u8
广西卫视[1920],http://117.169.120.233:8080/wh7f454c46tw1090982931_254241611/ysten.jx.chinamobile.com/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls&icpid=88888888&RTS=1648856215&from=79102&ocs=2_39.135.142.6_8080&hms_devid=1273&online=1648856215&vqe=3
贵州卫视[1920],http://live.tvfix.org/hls/gzhd.m3u8
贵州卫视[1920],http://183.196.25.171:808/hls/39/index.m3u8
海南卫视[1920],http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000291503.m3u8
海南卫视[1920],http://39.135.55.13:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1&IASHttpSessionId=OTT
海峡卫视[1920],http://39.135.55.105:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
海峡卫视[1920],http://39.135.49.209:6610/PLTV/88888888/224/3221227198/1.m3u8?servicetype=1
兵团卫视[1920],http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w1179863659.m3u8
兵团卫视[1920],http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w588330955.m3u8
吉林卫视[1920],http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000097
吉林卫视[1920],http://183.196.25.171:808/hls/47/index.m3u8
内蒙古卫视[1920],http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
三沙卫视[1280],http://pull2.ssws.tv/live/SswsTV20210803.m3u8
厦门卫视[1920],http://39.135.55.105:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1
厦门卫视[1920],http://39.135.55.13:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1&IASHttpSessionId=OTT
山西卫视[1920],http://httpdvb.slave.yqdtv.com:13164/playurl?playtype=live&protocol=http&playtoken=31603YEQXREOPEG10&auth=no&verifycode=14183&accesstoken=G79E6023V21307D1TD05FABJB53102ABM786710FEI3282697DK98BDA6&programid=4200000133.m3u8
山西卫视[1920],http://httpdvb.slave.yqdtv.com:13164/playurl?playtype=live&protocol=http&playtoken=31603YEQXREOPEG10&auth=no&verifycode=14183&accesstoken=G79E6023V21307D1TD05FABJB53102ABM786710FEI3282697DK98BDA6&programid=4200000133
山西卫视[1920],http://111.59.63.32:9901/tsfile/live/1046_1.m3u8
陕西卫视[1920],http://livepull.sxiptv.cn/live/shanxiweishihd.m3u8?txSecret=eab9c292ffd6b1e49a9f2ee3838ba3db&txTime=95705981830
陕西卫视[1920],http://livepull.sxiptv.cn/live/shanxiweishihd.m3u8?txSecret=94243a32dd1d251b5cd897dd6283331c&txTime=95706091890
云南卫视[1920],http://111.59.63.32:9901/tsfile/live/1037_1.m3u8
云南卫视[1920],http://39.135.55.13:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=OTT
重庆卫视[1920],http://182.151.211.171:808/hls/63/index.m3u8
重庆卫视[1920],http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
延边卫视[1280],http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视[1280],http://live.ybtvyun.com/video/s10006-602e81246858/index.m3u8
上海新闻[1920],http://live.tvfix.org/hls/shxwzhhd.m3u8
纪实人文[1920],http://live.tvfix.org/hls/docuchina.m3u8
全纪实[1920],http://live.tvfix.org/hls/qjshd.m3u8

精彩体育,#genre#
冬奥会开幕式[1920],https://res.cctvnews.cctv.com/video/1015/p/93931028159220121707001015/93931028160478413107011015/8a6a3c5f9394485ebb77f2d19fafb9fd-4.m3u8?region_type=1
PPTV体育[1920],http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
超级体育[1920],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8
超级体育[1920],http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
广东体育[1920],rtsp://125.88.53.80:554/PLTV/88888905/224/3221227484/10000100000000060000000003928833_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7Ew7Bz7WWUvefO8y8c0TBseg%7EcTgwUiuxQssvRF06N32M0KfvZmS0JG0rj5JCqzbhbPQnRgsDroA9zfjO8sqbKQOyoMOYl9C6X5s1q_soi6nnITR-eljooL-JfajvDiqIcSg~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20201118191457%2C23789887%2C113.117.62.188%2C20201118191457%2C02000001000000052014052600000001%2C2378988720201118191456%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601&from=187&hms_devid=71604&online=1605705879
广东体育[1280],http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
广东体育[1920],http://fxhack.f3322.org:8000/udp/239.77.0.168:5146
广东体育[1920],http://fxhack.f3322.org:8000/udp/239.77.0.112:5146
广东体育[1920],http://171.108.239.100:8181/tsfile/live/1004_1.m3u8
广东体育[1920],http://120.84.96.32:808/hls/22/index.m3u8
广东体育[1280],http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/22/index.m3u8
24小时体育[1920],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231778/index.m3u8
劲爆体育[1920],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育[1920],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育[1920],http://140.207.241.3:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育[1920],http://live.tvfix.org/hls/jbtyhd.m3u8
劲爆体育[1920],http://140.207.241.3:8080/live/program/live/jbtyhd/4000000/d1.m3u8?
劲爆体育[1280],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/2300000/mnf.m3u8
精品体育[1920],http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
新视觉[1920],http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉[1920],http://live.tvfix.org/hls/xsjhd.m3u8
新视觉[1920],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉[1920],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
五星体育[1920],http://140.207.241.2:8080/live/program/live/ssty/4000000/mnf.m3u8
五星体育[1920],http://live.tvfix.org/hls/wxtyhd.m3u8
五星体育[1280],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/ssty/2300000/mnf.m3u8
五星体育[1280],http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育[1280],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ssty/2300000/mnf.m3u8
五星体育[1280],http://111.40.196.33/PLTV/88888888/224/3221225503/index.m3u8
五星体育[1920],http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育[1920],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8
五星体育[1920],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育[1920],http://140.207.241.3:8080/live/program/live/ssty/4000000/mnf.m3u8?
五星体育[1920],http://140.207.241.3:8080/live/program/live/ssty/4000000/d1.m3u8
体育赛事[1920],http://39.134.65.208/PLTV/88888888/224/3221225706/index.m3u8
体育赛事[1920],http://39.134.65.183/PLTV/88888888/224/3221225706/1.m3u8
魅力足球[1920],http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球[1920],http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球[1920],http://live.tvfix.org/hls/mlzqhd.m3u8
魅力足球[1920],http://140.207.241.2:8080/live/program/live/mlyyhd/4000000/mnf.m3u8?
魅力足球[1920],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球[1920],http://140.207.241.3:8080/live/program/live/mlyyhd/4000000/d1.m3u8?

精彩广东,#genre#
广东卫视[1920],http://39.135.32.24:6610/000000001000/1000000001000028357/1.m3u8?xtkg?zguangd
广东卫视[1280],http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/16/index.m3u8
广东卫视[1280],http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/121/index.m3u8
广东卫视[1920],rtsp://183.59.70.76:554/PLTV/88888905/224/3221227218/10000100000000060000000000988525_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7EsFZ46mFNJb4XrlnNoWuN5w%7EcTgwUiuxQssvRF06N32M0KfvZmS0JG0rj5JCqzbhbPQnRgsDroA9zfjO8sqbKQOyoMOYl9C6X5s1q_soi6nnITR-eljooL-JfajvDiqIcSg~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20201118191457%2C23789887%2C113.117.62.188%2C20201118191457%2C02000001000000050000000000000374%2C2378988720201118191456%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601&from=187&hms_devid=73226&online=1605705530
广东珠江[1920],rtsp://183.59.70.75:554/PLTV/88888905/224/3221229811/10000100000000060000000009467087_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7EQRLIDngmxvSnsGioni22UA%7EcTgwUiuxQssvRF06N32M0KfvZmS0JG0rj5JCqzbhbPQnRgsDroA9zfjO8sqbKQOyoMOYl9C6X5s1q_soi6nnITR-eljooL-JfajvDiqIcSg~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20201118191457%2C23789887%2C113.117.62.188%2C20201118191457%2C02000006000000052018092799000001%2C2378988720201118191456%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601&from=187&hms_devid=73226&online=1605705683
广东珠江[1280],http://39.135.32.24:6610/000000001000/1000000004000011655/1.m3u8?xtkg?zguangd
广东珠江[1280],http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/122/index.m3u8
广东珠江[1920],http://120.84.96.30:808/hls/122/index.m3u8
广东公共[1920],rtsp://183.59.70.74:554/PLTV/88888905/224/3221230072/10000100000000060000000011293287_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7EJfOJh8kUHwkvOQkuZOyKkA%7EcTgwUiuxQssvRF06N32M0KfvZmS0JG0rj5JCqzbhbPQnRgsDroA9zfjO8sqbKQOyoMOYl9C6X5s1q_soi6nnITR-eljooL-JfajvDiqIcSg~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20201118191457%2C23789887%2C113.117.62.188%2C20201118191457%2C02000006000000052020101699000003%2C2378988720201118191456%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601&from=187&hms_devid=73225&online=1605705733
广东公共[1920],http://fxhack.f3322.org:8000/udp/239.77.0.225:5146
广州新闻[1920],http://116.199.5.251/hls/gzxw.m3u8
广东新闻[1920],http://fxhack.f3322.org:8000/udp/239.77.0.173:5146
广州影视[1920],http://116.199.5.251/hls/gzys.m3u8?
广东影视[1920],http://fxhack.f3322.org:8000/udp/239.77.0.217:5146
广东影视[1920],rtsp://183.59.70.75:554/PLTV/88888905/224/3221229939/10000100000000060000000011293286_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7EF8Djf5I5I3zFotQpnhkjvw%7EcTgwUiuxQssvRF06N32M0KfvZmS0JG0rj5JCqzbhbPQnRgsDroA9zfjO8sqbKQOyoMOYl9C6X5s1q_soi6nnITR-eljooL-JfajvDiqIcSg~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20201118191457%2C23789887%2C113.117.62.188%2C20201118191457%2C02000006000000052020101699000002%2C2378988720201118191456%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601&from=187&hms_devid=73226&online=1605706186
广东影视[1280],http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/142/index.m3u8
